ID,Mass,x,y,z,vx,vy,vz,ax,ay,az,adotx,adoty,adotz,Kinetic,Potential,Total Energy,Bound
Total Energy:,-0.5025729647167484,Kinetic:,0.5025729647167484,Potential,-1.0051459294334968,Virial Ratio,1.0,Time,0.0,"Timestep, dt",2.448095164011299e-07,,,,,,
19,0.2262894124479014,0.00772548546984683,-0.007923035646239134,-0.0035404748254767426,0.22279202977860074,0.07809139158539884,-0.5368423034466028,-14.018151826571692,23.71613428022366,17.316024718412763,-337.09904394671617,-222.74352657034694,-383.2209919951968,0.02589214933984225,-0.07731296509284656,-0.051420815753004306,True
20,0.3385097181802047,0.013370396250048308,-0.0028552699433255077,0.004859035584629208,-0.24051975180635157,0.3909438400339687,-0.2493396663188399,-22.28131912778714,1.3127194560655018,-12.157246893194952,-124.90309809871579,-381.7472587294472,-384.08554335094675,0.04468581319576962,-0.09313341298649021,-0.04844759979072059,True
21,0.05185104404486375,-0.004637605729977267,-0.00844060722835771,-0.0033136022643413124,-0.24520088256193195,-0.40266689957551005,0.2490686064925578,6.078408216622919,21.378460189161714,10.67064629041744,654.3632826802017,728.7005167327726,-973.6405369188742,0.008387468319253459,-0.020738589817362166,-0.012351121498108707,True
22,0.10186146458536212,0.002322104108808531,0.007897262553217826,-0.0039297546097580485,-0.5071033604919442,-0.07220349180490253,-0.07280019816228867,-30.21632910722324,-27.56741362300981,58.533814945546546,27.7150564609884,-5954.465995396958,5254.055223131069,0.011917565565257813,-0.048092459404166885,-0.036174893838909074,True
23,0.02595360200332194,-0.0022287712010260327,0.0026362760730161633,-0.0028958794723590066,0.1580572121178004,-0.4783292271350426,-0.49158876478203506,8.731417037392541,17.241978538659914,14.821905472985893,-582.2109777683042,3481.514536144466,943.9858137611511,0.004065556382410839,-0.013442652307254402,-0.009377095924843563,True
24,0.08465167763307568,0.006795152458240759,-0.00421667562229165,-0.0010892489444534266,0.1893492729968038,0.4121007104361802,-0.5360178892392341,-4.809419122757646,-7.442704660202519,-3.2668195067113928,-1684.3408686327525,969.339128975936,3261.624047749982,0.017885301876773813,-0.03777957056531903,-0.01989426868854522,True
25,0.015855137214766127,-0.01423142996144804,-0.008260180714346449,-0.005726246928533716,-0.13332442253913016,-0.5825909350595949,0.35188379288452015,27.792860046781694,16.782401932228954,11.106340165808891,-39.10949919510479,550.484714436072,-1258.1957773857287,0.004240673693751637,-0.005113352008019759,-0.0008726783142681219,True
26,0.08469127773304087,0.010980988401346977,-0.002080252369337564,-0.022274207440394433,0.21543646862669313,-0.6310354541773683,-0.4223982104723537,-6.522398682979925,0.6584280918901847,13.131046547614107,66.70127323941108,286.55108314889935,-93.21854566828215,0.018854993166416017,-0.01796016537343712,0.0008948277929788952,False
27,0.03684247406894001,-0.013886775259481857,0.009318630488457252,0.0008847004657985969,-0.036582460999596444,0.14977000295593798,-0.059441405511754135,23.577748555590944,-17.150655120050263,1.9201492938138578,-782.0497459767317,411.8503817322819,-300.1209966459903,0.0010706091612239254,-0.012368248311507023,-0.011297639150283098,True
28,0.02131430819526831,-0.01586489972864119,0.008682446986579537,0.0026283538729870697,-0.5662477348410743,0.2277367320786326,-0.5081918031394105,29.28233697004021,-11.684822872718634,-7.325036576440229,175.90512935193425,366.0153067927393,2388.0402766883626,0.005290417369806998,-0.006858590368695096,-0.0015681729988880977,True
29,0.28093326808639046,0.0014387909139826323,0.006913771508076158,3.332638433178555e-05,-0.5980472520693224,-0.12472052712543884,-0.39442732310615725,-24.710168650136698,-6.513068633044764,-23.22328883697985,7802.677351531834,-3180.825735758172,-4499.041196310843,0.05332992580869822,-0.12401655549651301,-0.07068662968781479,True
30,0.21484291115709486,-0.010201386138416202,-0.0019759318792151336,0.0063197836141975555,-0.37092191581884026,-0.4326817682638448,-0.10501834554626784,22.761513014326884,9.718676694924406,-21.804792547113305,1261.1625054762624,650.1970431035999,1448.7924816393145,0.026878358894982773,-0.07246712226554014,-0.04558876337055737,True
